InvoiceNo,InvoiceDate,CustomerID
C536814,12/2/2010 17:03,13958
C536815,12/2/2010 17:05,14443
C536816,12/2/2010 17:06,14443
C536817,12/2/2010 17:08,14156
C536818,12/2/2010 17:09,16995
536819,12/2/2010 17:12,13402
C536820,12/2/2010 17:14,18168
536821,12/2/2010 17:17,17757
C536822,12/2/2010 17:19,14625
536823,12/2/2010 17:22,13011
536824,12/2/2010 17:24,13798
C536825,12/2/2010 17:27,15384
C536826,12/2/2010 17:30,17924
C536827,12/2/2010 17:31,13408
C536828,12/2/2010 17:35,14264
C536829,12/2/2010 17:36,13295
536830,12/2/2010 17:38,16754
536831,12/2/2010 17:40,16029
536832,12/2/2010 17:41,16634
536833,12/2/2010 17:48,18239
536834,12/2/2010 17:51,14576
536835,12/2/2010 18:06,13145
536836,12/2/2010 18:08,18168
536837,12/2/2010 18:15,14395
536838,12/2/2010 18:23,14865
536839,12/2/2010 18:25,15093
536840,12/2/2010 18:27,12738
536841,12/2/2010 18:27,16150
536842,12/2/2010 18:45,17552
536843,12/2/2010 18:46,17552
536844,12/2/2010 18:49,14236
536845,12/2/2010 19:18,17961
536846,12/2/2010 19:59,14573
536847,12/3/2010 9:31,17135
536848,12/3/2010 9:39,13408
536849,12/3/2010 9:45,17396
C536850,12/3/2010 9:47,14213
536851,12/3/2010 9:49,12967
536852,12/3/2010 9:51,12686
C536853,12/3/2010 10:07,14679
C536854,12/3/2010 10:09,15240
C536855,12/3/2010 10:11,18225
536856,12/3/2010 10:26,13370
536857,12/3/2010 10:33,16883
536858,12/3/2010 10:36,13520
536859,12/3/2010 10:43,12841
536860,12/3/2010 10:43,16905
536861,12/3/2010 10:44,12427
536862,12/3/2010 11:13,99999
536863,12/3/2010 11:19,17967
536864,12/3/2010 11:27,99999
536865,12/3/2010 11:28,99999
536866,12/3/2010 11:28,99999
536874,12/3/2010 11:35,16891
536876,12/3/2010 11:36,99999
536883,12/3/2010 11:41,99999
536884,12/3/2010 11:42,14589
536885,12/3/2010 11:42,99999
536890,12/3/2010 11:48,14156
536920,12/3/2010 12:01,99999
536938,12/3/2010 12:05,14680
536941,12/3/2010 12:08,99999
536942,12/3/2010 12:08,99999
536943,12/3/2010 12:11,17884
536944,12/3/2010 12:20,12557
536945,12/3/2010 12:24,14083
536946,12/3/2010 12:28,13013
536947,12/3/2010 12:29,13013
536954,12/3/2010 12:41,17809
536956,12/3/2010 12:43,14210
536957,12/3/2010 12:43,17809
536960,12/3/2010 12:48,16477
536967,12/3/2010 12:57,12600
536968,12/3/2010 13:09,16013
536969,12/3/2010 13:10,16013
536970,12/3/2010 13:12,17949
536971,12/3/2010 13:40,12779
536972,12/3/2010 13:42,16926
536973,12/3/2010 13:43,17787
536974,12/3/2010 13:59,12682
536975,12/3/2010 14:04,14911
536976,12/3/2010 14:18,14723
536977,12/3/2010 14:18,17954
C536978,12/3/2010 14:19,17954
C536979,12/3/2010 14:23,17841
536980,12/3/2010 14:26,17819
536981,12/3/2010 14:26,14723
536982,12/3/2010 14:27,99999
536983,12/3/2010 14:30,12712
536984,12/3/2010 14:35,17841
536985,12/3/2010 14:40,15373
536986,12/3/2010 14:40,16140
536987,12/3/2010 14:54,17198
536988,12/3/2010 15:05,17238
536989,12/3/2010 15:10,17238
536990,12/3/2010 15:14,12793
536991,12/3/2010 15:16,99999
536992,12/3/2010 15:16,15769
536993,12/3/2010 15:19,14396
536994,12/3/2010 15:25,14898
536995,12/3/2010 15:29,99999
536996,12/3/2010 15:30,99999
536997,12/3/2010 15:30,99999
536998,12/3/2010 15:30,99999
536999,12/3/2010 15:32,99999
537000,12/3/2010 15:32,99999
537001,12/3/2010 15:33,99999
537002,12/3/2010 15:33,99999
537003,12/3/2010 15:33,99999
537004,12/3/2010 15:34,99999
537005,12/3/2010 15:35,99999
537006,12/3/2010 15:36,99999
537007,12/3/2010 15:36,99999
537008,12/3/2010 15:37,99999
537009,12/3/2010 15:38,99999
537010,12/3/2010 15:38,99999
537011,12/3/2010 15:38,99999
537012,12/3/2010 15:39,99999
537013,12/3/2010 15:40,99999
537014,12/3/2010 15:40,99999
537015,12/3/2010 15:41,99999
537016,12/3/2010 15:41,99999
537017,12/3/2010 15:41,99999
537018,12/3/2010 15:42,99999
537019,12/3/2010 15:43,99999
537020,12/3/2010 15:43,99999
537021,12/3/2010 15:43,99999
537022,12/3/2010 15:45,12725
537023,12/3/2010 16:02,16725
537025,12/3/2010 16:21,99999
C537024,12/3/2010 16:21,13941
537026,12/3/2010 16:35,12395
537027,12/3/2010 16:36,99999
537028,12/3/2010 16:36,99999
537029,12/3/2010 16:37,99999
537030,12/3/2010 16:44,16455
537031,12/3/2010 16:45,16455
537032,12/3/2010 16:50,99999
537034,12/3/2010 17:20,13081
537035,12/3/2010 17:21,13081
537036,12/3/2010 17:28,15545
537037,12/5/2010 10:03,17243
537038,12/5/2010 10:12,15465
C537039,12/5/2010 10:25,15708
537040,12/5/2010 10:27,13089
537041,12/5/2010 10:36,16033
537042,12/5/2010 10:45,13838
C537043,12/5/2010 10:48,15351
537044,12/5/2010 10:52,18055
537045,12/5/2010 10:54,15038
537046,12/5/2010 10:58,18109
537047,12/5/2010 11:02,13069
537048,12/5/2010 11:03,13069
537049,12/5/2010 11:04,16241
537050,12/5/2010 11:10,14800
537051,12/5/2010 11:12,15708
537052,12/5/2010 11:15,16839
537053,12/5/2010 11:38,16168
537054,12/5/2010 11:40,16931
537055,12/5/2010 11:45,16814
537057,12/5/2010 11:49,15351
537058,12/5/2010 11:51,13269
537059,12/5/2010 11:54,14813
537065,12/5/2010 11:57,12567
537067,12/5/2010 11:57,14813
537077,12/5/2010 11:59,17062
537081,12/5/2010 12:00,15332
537086,12/5/2010 12:01,15332
537090,12/5/2010 12:02,15332
537111,12/5/2010 12:08,14810
537117,12/5/2010 12:09,16353
537126,12/5/2010 12:13,18118
537127,12/5/2010 12:13,13831
537128,12/5/2010 12:15,12841
537129,12/5/2010 12:15,13506
537130,12/5/2010 12:23,17796
537131,12/5/2010 12:26,15716
537133,12/5/2010 12:29,18156
C537132,12/5/2010 12:29,15221
537134,12/5/2010 12:34,16983
537135,12/5/2010 12:35,17059
537136,12/5/2010 12:42,12748
537137,12/5/2010 12:43,16327
537138,12/5/2010 12:44,17211
537139,12/5/2010 12:47,17026
537140,12/5/2010 12:53,12748
537141,12/5/2010 12:57,15570
537142,12/5/2010 12:57,12748
C537143,12/5/2010 12:58,12748
537144,12/5/2010 13:00,15880
537153,12/5/2010 13:03,16718
537154,12/5/2010 13:05,15808
537155,12/5/2010 13:05,12748
537156,12/5/2010 13:08,17858
C537157,12/5/2010 13:09,15880
537158,12/5/2010 13:10,16393
537159,12/5/2010 13:17,14527
537160,12/5/2010 13:18,14161
537163,12/5/2010 13:21,17863
C537164,12/5/2010 13:21,14527
537176,12/5/2010 13:26,16411
537179,12/5/2010 13:29,13767
537192,12/5/2010 13:42,16402
537193,12/5/2010 13:49,15023
537194,12/5/2010 13:53,17402
537195,12/5/2010 13:55,15311
537196,12/5/2010 13:55,15426
537197,12/5/2010 14:02,12647
537198,12/5/2010 14:03,12647
537199,12/5/2010 14:06,15894
537200,12/5/2010 14:17,15867
537201,12/5/2010 14:19,12472
537202,12/5/2010 14:25,14506
C537203,12/5/2010 14:44,14606
537204,12/5/2010 14:45,15555
537205,12/5/2010 14:52,13034
537206,12/5/2010 15:02,15235
537207,12/5/2010 15:06,17402
537208,12/5/2010 15:12,15889
537209,12/5/2010 15:12,14606
537210,12/5/2010 15:15,15953
537211,12/5/2010 15:18,16143
537212,12/5/2010 15:21,12720
537213,12/5/2010 15:26,12748
537214,12/5/2010 15:35,16422
537215,12/5/2010 15:38,12747
537216,12/5/2010 15:40,15502
537217,12/5/2010 15:40,15502
537218,12/5/2010 15:46,12763
537219,12/5/2010 15:47,14081
537220,12/5/2010 15:49,99999
537221,12/5/2010 15:54,17965
537222,12/5/2010 16:00,14404
537223,12/5/2010 16:10,13579
537224,12/5/2010 16:24,13174
537225,12/5/2010 16:41,12748
537226,12/6/2010 8:34,15987
537227,12/6/2010 8:42,17677
537228,12/6/2010 8:43,17677
537229,12/6/2010 8:44,17677
537230,12/6/2010 9:20,99999
537231,12/6/2010 9:21,13652
C537232,12/6/2010 9:31,12586
537233,12/6/2010 9:37,17428
C537234,12/6/2010 9:40,16161
537235,12/6/2010 9:45,17381
537236,12/6/2010 9:52,16858
537237,12/6/2010 9:58,99999
537238,12/6/2010 10:03,16161
537239,12/6/2010 10:05,18219
537240,12/6/2010 10:08,99999
537241,12/6/2010 10:18,14293
537242,12/6/2010 10:19,14748
537243,12/6/2010 10:19,16638
537244,12/6/2010 10:20,17674
537245,12/6/2010 10:24,14748
537246,12/6/2010 10:27,12808
537247,12/6/2010 10:34,13094
537248,12/6/2010 10:36,15899
537249,12/6/2010 10:38,16955
537250,12/6/2010 10:43,12708
C537251,12/6/2010 10:45,99999
537252,12/6/2010 10:46,99999
537253,12/6/2010 10:53,99999
537254,12/6/2010 11:01,15898
537255,12/6/2010 11:03,14443
537256,12/6/2010 11:06,16210
537257,12/6/2010 11:10,17691
537258,12/6/2010 11:16,17227
537262,12/6/2010 11:26,15039
537265,12/6/2010 11:26,15919
537298,12/6/2010 11:37,13497
537301,12/6/2010 11:38,15860
537312,12/6/2010 11:42,14189
537313,12/6/2010 11:42,15304
C537314,12/6/2010 11:42,13497
C537320,12/6/2010 11:47,14867
537332,12/6/2010 11:58,14344
C537333,12/6/2010 12:00,12474
537334,12/6/2010 12:06,16719
537335,12/6/2010 12:15,15048
537346,12/6/2010 12:21,15301
537350,12/6/2010 12:23,14708
537351,12/6/2010 12:23,16898
537354,12/6/2010 12:23,12748
537359,12/6/2010 12:30,14825
537360,12/6/2010 12:31,18113
537361,12/6/2010 12:34,99999
537362,12/6/2010 12:34,17596
537363,12/6/2010 12:35,99999
537364,12/6/2010 12:36,99999
537365,12/6/2010 12:38,15078
537366,12/6/2010 12:39,14085
537367,12/6/2010 12:39,15078
537368,12/6/2010 12:40,14911
537369,12/6/2010 12:41,17860
537370,12/6/2010 12:44,13155
537371,12/6/2010 12:47,15028
537372,12/6/2010 12:52,16919
537374,12/6/2010 12:55,17259
537375,12/6/2010 12:55,17019
C537373,12/6/2010 12:55,14487
537376,12/6/2010 12:59,16722
537377,12/6/2010 13:01,15882
537378,12/6/2010 13:06,14911
537380,12/6/2010 13:12,15882
C537379,12/6/2010 13:12,15882
537381,12/6/2010 13:13,14667
537382,12/6/2010 13:13,16710
C537383,12/6/2010 13:17,16550
537384,12/6/2010 13:21,15984
537385,12/6/2010 13:22,14487
537386,12/6/2010 13:32,14911
537387,12/6/2010 13:34,13468
537388,12/6/2010 13:35,17682
537389,12/6/2010 13:41,17757
537390,12/6/2010 13:47,16658
537391,12/6/2010 13:53,16550
537392,12/6/2010 13:58,17068
537393,12/6/2010 13:59,13089
537394,12/6/2010 14:00,13089
537395,12/6/2010 14:05,15356
537396,12/6/2010 14:08,17223
537397,12/6/2010 14:19,16817
C537398,12/6/2010 14:22,15426
537399,12/6/2010 14:31,13030
537400,12/6/2010 14:36,17191
537401,12/6/2010 14:37,99999
537403,12/6/2010 14:43,17191
C537402,12/6/2010 14:43,15502
537404,12/6/2010 14:46,17191
537405,12/6/2010 14:51,17841
C537406,12/6/2010 14:53,15502
537407,12/6/2010 14:55,15502
C537408,12/6/2010 14:55,15502
537409,12/6/2010 15:00,15194
537410,12/6/2010 15:03,14409
537411,12/6/2010 15:06,99999
537412,12/6/2010 15:06,14409
C537413,12/6/2010 15:07,14409
537415,12/6/2010 15:09,16654
C537414,12/6/2010 15:09,16861
C537416,12/6/2010 15:10,16138
C537417,12/6/2010 15:12,13481
537418,12/6/2010 15:13,17884
537419,12/6/2010 15:14,13495
537420,12/6/2010 15:18,17519
537421,12/6/2010 15:25,17218
537422,12/6/2010 15:27,17812
537423,12/6/2010 15:34,14215
537424,12/6/2010 15:35,15602
537425,12/6/2010 15:35,99999
537426,12/6/2010 15:36,99999
537427,12/6/2010 15:37,99999
537428,12/6/2010 15:38,17320
537429,12/6/2010 15:54,12748
537430,12/6/2010 16:05,99999
537432,12/6/2010 16:10,99999
C537431,12/6/2010 16:10,16782
537433,12/6/2010 16:36,12913
537434,12/6/2010 16:57,99999
537435,12/6/2010 16:58,17920
537436,12/6/2010 17:00,99999
537437,12/6/2010 17:00,99999
537438,12/6/2010 17:00,99999
537439,12/6/2010 17:01,99999
537440,12/6/2010 17:16,17869
537441,12/6/2010 17:26,13564
537442,12/6/2010 17:29,99999
C537444,12/7/2010 8:42,14850
C537445,12/7/2010 8:57,15021
537446,12/7/2010 9:13,18055
537447,12/7/2010 9:21,13963
537448,12/7/2010 9:23,17450
537449,12/7/2010 9:26,99999
537450,12/7/2010 9:26,99999
537451,12/7/2010 9:27,99999
537452,12/7/2010 9:28,99999
537453,12/7/2010 9:28,99999
537454,12/7/2010 9:30,99999
537455,12/7/2010 9:31,99999
537456,12/7/2010 9:43,17450
537457,12/7/2010 9:51,17511
537458,12/7/2010 9:55,17091
537459,12/7/2010 9:57,17470
537460,12/7/2010 10:04,17616
537461,12/7/2010 10:06,15649
537462,12/7/2010 10:06,17228
537463,12/7/2010 10:08,12681
537464,12/7/2010 10:14,14907
537465,12/7/2010 10:32,17735
537466,12/7/2010 10:33,99999
537467,12/7/2010 10:36,16059
537468,12/7/2010 10:36,12567
537469,12/7/2010 10:43,17720
537470,12/7/2010 10:47,15018
537471,12/7/2010 10:51,14344
537472,12/7/2010 11:11,12971
537476,12/7/2010 11:26,15838
537484,12/7/2010 11:30,14733
537489,12/7/2010 11:33,17017
537509,12/7/2010 11:41,13756
537523,12/7/2010 11:45,14176
C537530,12/7/2010 11:47,13319
537534,12/7/2010 11:48,99999
537538,12/7/2010 11:49,15353
537567,12/7/2010 11:59,18119
C537572,12/7/2010 12:00,99999
C537581,12/7/2010 12:03,99999
537592,12/7/2010 12:18,17491
537593,12/7/2010 12:21,14282
537594,12/7/2010 12:28,12647
537595,12/7/2010 12:29,13569
C537596,12/7/2010 12:31,17954
C537597,12/7/2010 12:34,15498
537598,12/7/2010 12:37,14135
537599,12/7/2010 12:37,17954
C537600,12/7/2010 12:41,99999
537601,12/7/2010 12:43,17287
C537602,12/7/2010 12:45,17511
537603,12/7/2010 12:49,14673
537604,12/7/2010 13:01,13488
537605,12/7/2010 13:13,16221
537606,12/7/2010 13:16,15002
537607,12/7/2010 13:18,15965
537608,12/7/2010 13:20,15024
537609,12/7/2010 13:22,17675
C537610,12/7/2010 13:23,99999
C537611,12/7/2010 13:25,17675
537612,12/7/2010 13:28,13769
C537613,12/7/2010 13:28,99999
537614,12/7/2010 13:29,16904
537615,12/7/2010 13:30,15898
537616,12/7/2010 13:30,16904
537617,12/7/2010 13:45,16086
537618,12/7/2010 13:50,15061
537619,12/7/2010 13:53,13786
537620,12/7/2010 14:00,13880
537621,12/7/2010 14:29,99999
537622,12/7/2010 14:30,13173
537623,12/7/2010 14:31,15858
537624,12/7/2010 14:41,12748
537625,12/7/2010 14:57,15180
537626,12/7/2010 14:57,12347
537627,12/7/2010 14:58,14739
537628,12/7/2010 15:02,16293
537629,12/7/2010 15:03,17419
537631,12/7/2010 15:04,17419
C537630,12/7/2010 15:04,99999
537632,12/7/2010 15:08,99999
537633,12/7/2010 15:14,99999
537634,12/7/2010 15:15,16775
537635,12/7/2010 15:18,16306
537636,12/7/2010 15:20,16950
537637,12/7/2010 15:22,99999
537638,12/7/2010 15:28,99999
537639,12/7/2010 15:29,99999
537640,12/7/2010 15:31,99999
537641,12/7/2010 15:32,99999
537642,12/7/2010 15:33,99999
537643,12/7/2010 15:34,99999
537645,12/7/2010 15:34,99999
C537644,12/7/2010 15:34,99999
537646,12/7/2010 15:39,17591
C537647,12/7/2010 15:41,99999
537648,12/7/2010 15:48,12839
537649,12/7/2010 15:48,13807
537650,12/7/2010 15:48,16125
C537651,12/7/2010 15:49,99999
C537652,12/7/2010 15:51,99999
537653,12/7/2010 15:54,17897
537654,12/7/2010 15:59,99999
537655,12/7/2010 16:20,15081
C537656,12/7/2010 16:21,15100
537657,12/7/2010 16:42,18102
537658,12/7/2010 16:43,18102
537659,12/7/2010 16:43,18102
537664,12/7/2010 17:05,15024
537665,12/7/2010 17:19,16365
537666,12/7/2010 18:36,99999
537667,12/8/2010 8:12,17870
537668,12/8/2010 8:43,14821
537669,12/8/2010 8:58,16863
537670,12/8/2010 9:07,13078
537671,12/8/2010 9:20,13267
537672,12/8/2010 9:30,13050
537673,12/8/2010 9:49,12709
537674,12/8/2010 9:51,15628
537675,12/8/2010 9:53,99999
537676,12/8/2010 9:53,12386
C537677,12/8/2010 9:55,14796
537678,12/8/2010 9:56,16779
537679,12/8/2010 10:05,99999
537680,12/8/2010 10:11,13599
537681,12/8/2010 10:11,13329
537682,12/8/2010 10:13,13599
537683,12/8/2010 10:14,12921
C537684,12/8/2010 10:18,14901
537685,12/8/2010 10:21,18077
537686,12/8/2010 10:21,14744
537687,12/8/2010 10:26,99999
537688,12/8/2010 10:35,17406
537689,12/8/2010 10:36,15750
537690,12/8/2010 10:38,13983
537691,12/8/2010 10:39,13842
537692,12/8/2010 10:40,14796
537693,12/8/2010 10:45,12441
537694,12/8/2010 10:46,14901
537698,12/8/2010 10:51,13199
537700,12/8/2010 10:51,18229
537707,12/8/2010 10:53,14032
537738,12/8/2010 11:02,17706
537743,12/8/2010 11:02,17706
C537746,12/8/2010 11:03,15021
537751,12/8/2010 11:04,17706
537754,12/8/2010 11:16,16081
537755,12/8/2010 11:31,16525
C537756,12/8/2010 11:33,14952
537757,12/8/2010 11:38,17975
537758,12/8/2010 11:41,16122
537759,12/8/2010 11:42,13126
537760,12/8/2010 11:42,15973
537761,12/8/2010 11:43,13126
537762,12/8/2010 12:01,16558
C537763,12/8/2010 12:03,16713
537764,12/8/2010 12:06,16893
537765,12/8/2010 12:08,14606
537766,12/8/2010 12:08,17677
537767,12/8/2010 12:09,15100
537768,12/8/2010 12:11,15750
537769,12/8/2010 12:17,15021
537770,12/8/2010 12:24,15529
537771,12/8/2010 12:29,15498
537772,12/8/2010 12:35,18043
537773,12/8/2010 12:36,16016
537774,12/8/2010 12:40,14060
537775,12/8/2010 12:41,17722
537780,12/8/2010 12:45,17324
537781,12/8/2010 12:46,17341
